,address,city,cuisines,latitude,longitude,menupageurl,name,postalcode,websites
42904,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42905,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42906,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42907,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42908,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42909,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42910,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42911,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42912,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42913,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42914,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42915,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42916,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42917,8321 5th Ave,Brooklyn,Mexican Restaurants,40.62344,-74.02512,,Chiquitita Mexican Grill,11209,http://www.beyondmenu.com/20063/New-York/Chiquitita-Mexican-Grill-Brooklyn-11209.aspx
42931,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42932,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42933,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42934,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42935,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42936,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42937,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42938,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42939,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42940,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42941,10451 Lemon Ave,Rancho Cucamonga,Mexican Restaurants,34.138926312,-117.576405107,http://www.yellowpages.com/rancho-cucamonga-ca/mip/tios-mexican-food-15481861/menu,Tio's Mexican Food,91737,http://fontana.tiosmexicanfood.com
42967,1440 Broadway,New York,Mexican,40.754147958,-73.986231176,,Mexicue,10018,http://mexicue.com
42968,1440 Broadway,New York,Mexican,40.754147958,-73.986231176,,Mexicue,10018,http://mexicue.com
43013,12198 SW Main St,Portland,Mexican Restaurants,45.431675,-122.76947,,Taqueria La Fuente,97223,"http://lafuentedetigard.com,http://lafuentetigard.com"
43014,12198 SW Main St,Portland,Mexican Restaurants,45.431675,-122.76947,,Taqueria La Fuente,97223,"http://lafuentedetigard.com,http://lafuentetigard.com"
43026,142 Main St,Beacon,Mexican Restaurants,41.508376438,-73.977255821,,Tito Santana Taqueria,12508,http://www.tacosantana.com
43027,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43028,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43029,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43030,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43031,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43032,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43033,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43034,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43035,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43036,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43037,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43038,10 Fiske Ave,Greenfield,Mexican Restaurants,42.58779,-72.602875,,Mesa Verde,1301,http://mesaverdegreenfield.com
43172,1237 N E 48th Ave,Hillsboro,Mexican,45.533674,-122.935524916,,Taco Del Mar,97124,
43313,3837 W Caldwell Ave,Visalia,Mexican,36.2983,-119.333236,http://www.citysearch.com/profile/menu/614838570?singlePlatformId=la-palapa-mexican-and-seafood,La Palapa Mexican & Seafood,93277,
43314,3837 W Caldwell Ave,Visalia,Mexican,36.2983,-119.333236,http://www.citysearch.com/profile/menu/614838570?singlePlatformId=la-palapa-mexican-and-seafood,La Palapa Mexican & Seafood,93277,
43315,3837 W Caldwell Ave,Visalia,Mexican,36.2983,-119.333236,http://www.citysearch.com/profile/menu/614838570?singlePlatformId=la-palapa-mexican-and-seafood,La Palapa Mexican & Seafood,93277,
43316,3837 W Caldwell Ave,Visalia,Mexican,36.2983,-119.333236,http://www.citysearch.com/profile/menu/614838570?singlePlatformId=la-palapa-mexican-and-seafood,La Palapa Mexican & Seafood,93277,
43354,17302 140th Ave N E,Woodinville,Mexican,47.753034029,-122.152299284,,Ooba's Mexican Grill,98072,http://oobatooba.com
43355,17302 140th Ave N E,Woodinville,Mexican,47.753034029,-122.152299284,,Ooba's Mexican Grill,98072,http://oobatooba.com
43356,17302 140th Ave N E,Woodinville,Mexican,47.753034029,-122.152299284,,Ooba's Mexican Grill,98072,http://oobatooba.com
43365,3552 Meridian Crossings,Okemos,Mexican,42.684848809,-84.433275238,,Starbucks,48864,http://starbucks.com
43485,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43486,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43487,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43488,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43489,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43490,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43491,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43492,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43493,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43494,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43495,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43496,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43497,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43498,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43499,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43500,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43501,4809 Marine Ave,Lawndale,Latin American Restaurants,33.89489293,-118.361761,,El Tarasco Burrito,90260,http://eltarascoburritos.com
43525,151 E Welbourne Ave,Winter Park,Mexican,28.597058,-81.350211,,Cocina 214 ï¿½ï¿½ï¿½ A Contemporary Mexican Kitchen and Bar,32789,http://www.cocina214.com/
43526,151 E Welbourne Ave,Winter Park,Mexican,28.597058,-81.350211,,Cocina 214 ï¿½ï¿½ï¿½ A Contemporary Mexican Kitchen and Bar,32789,http://www.cocina214.com/
43527,151 E Welbourne Ave,Winter Park,Mexican,28.597058,-81.350211,,Cocina 214 ï¿½ï¿½ï¿½ A Contemporary Mexican Kitchen and Bar,32789,http://www.cocina214.com/
43528,151 E Welbourne Ave,Winter Park,Mexican,28.597058,-81.350211,,Cocina 214 ï¿½ï¿½ï¿½ A Contemporary Mexican Kitchen and Bar,32789,http://www.cocina214.com/
43529,151 E Welbourne Ave,Winter Park,Mexican,28.597058,-81.350211,,Cocina 214 ï¿½ï¿½ï¿½ A Contemporary Mexican Kitchen and Bar,32789,http://www.cocina214.com/
43790,2700 Bridgeport Way W,Tacoma,"Mexican Restaurants,Mexican",47.234668,-122.537464,,Taco Del Mar,98466,http://tacodelmar.com
43877,804 S Oak Park Ave,Oak Park,Mexican,41.87399648,-87.794001798,,Margaritas,60304,http://www.margaritasoakpark.com
43878,804 S Oak Park Ave,Oak Park,Mexican,41.87399648,-87.794001798,,Margaritas,60304,http://www.margaritasoakpark.com
43879,804 S Oak Park Ave,Oak Park,Mexican,41.87399648,-87.794001798,,Margaritas,60304,http://www.margaritasoakpark.com
43880,804 S Oak Park Ave,Oak Park,Mexican,41.87399648,-87.794001798,,Margaritas,60304,http://www.margaritasoakpark.com
43991,145 Larchmont Ave,Larchmont,Mexican Restaurants,40.928413,-73.752316,,Tequila Sunrise,10538,http://www.tequilasunriselarchmont.com
43992,145 Larchmont Ave,Larchmont,Mexican Restaurants,40.928413,-73.752316,,Tequila Sunrise,10538,http://www.tequilasunriselarchmont.com
44096,1486 Locust Ave,Fairmont,Mexican Restaurants,39.473369899,-80.171085006,http://www.yellowpages.com/fairmont-wv/mip/wings-ole-21095060/menu,Wings Ole,26554,http://www.wingsole.com
44097,1486 Locust Ave,Fairmont,Mexican Restaurants,39.473369899,-80.171085006,http://www.yellowpages.com/fairmont-wv/mip/wings-ole-21095060/menu,Wings Ole,26554,http://www.wingsole.com
44098,1486 Locust Ave,Fairmont,Mexican Restaurants,39.473369899,-80.171085006,http://www.yellowpages.com/fairmont-wv/mip/wings-ole-21095060/menu,Wings Ole,26554,http://www.wingsole.com
44110,16461 Village Plaza View Dr,Ballwin,"Mexican Restaurants,Mexican",38.58305,-90.61856,http://www.yellowpages.com/ballwin-mo/mip/vallarta-mexican-restaurant-11246217/menu,Vallarta Mexican Restaurant,63011,http://www.viewmenu.com/vallarta-mexican-restaurant-3/menu?ref=google
44111,16461 Village Plaza View Dr,Ballwin,"Mexican Restaurants,Mexican",38.58305,-90.61856,http://www.yellowpages.com/ballwin-mo/mip/vallarta-mexican-restaurant-11246217/menu,Vallarta Mexican Restaurant,63011,http://www.viewmenu.com/vallarta-mexican-restaurant-3/menu?ref=google
44112,16461 Village Plaza View Dr,Ballwin,"Mexican Restaurants,Mexican",38.58305,-90.61856,http://www.yellowpages.com/ballwin-mo/mip/vallarta-mexican-restaurant-11246217/menu,Vallarta Mexican Restaurant,63011,http://www.viewmenu.com/vallarta-mexican-restaurant-3/menu?ref=google
44113,1712 2nd Ave,New York,"Mexican, Mexican / Southwestern",40.779509,-73.950141,,Selena Rosa,10128,http://www.selenarosanyc.com/
44114,1712 2nd Ave,New York,"Mexican, Mexican / Southwestern",40.779509,-73.950141,,Selena Rosa,10128,http://www.selenarosanyc.com/
44115,1712 2nd Ave,New York,"Mexican, Mexican / Southwestern",40.779509,-73.950141,,Selena Rosa,10128,http://www.selenarosanyc.com/
44183,1005 Stafford Way,Yuba City,"Mexican,Take Out Restaurants",39.14290095,-121.627571694,,El Zarape Restaurant,95991,http://www.elzarapeyc.com
44184,1005 Stafford Way,Yuba City,"Mexican,Take Out Restaurants",39.14290095,-121.627571694,,El Zarape Restaurant,95991,http://www.elzarapeyc.com
44185,1005 Stafford Way,Yuba City,"Mexican,Take Out Restaurants",39.14290095,-121.627571694,,El Zarape Restaurant,95991,http://www.elzarapeyc.com
44186,1005 Stafford Way,Yuba City,"Mexican,Take Out Restaurants",39.14290095,-121.627571694,,El Zarape Restaurant,95991,http://www.elzarapeyc.com
44199,555 NW 12th Ave,Portland,Mexican,45.527172,-122.683522,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QUubadp1hg5vgcFUlZVKsHep2JagpyebJ4w9xMEQCRB_nB4ugWl0qj7dPGphK5ndoDtMFBC3X69wTyQD6wRbc8M2PEI77-hBSUhJUDZ79JA-V8uMdUhoHVLMfImlyiazQQrNXbfj3lmkoeXiYF53xRsiLsl4VbMYenuHfX5q41NVZmI0PsxXP1gQKLIT1b3jsuRwJcPItomzINRuEDo5_vJJD5OFhjkcwR9Ki9I1EODZOQkfyj6i6zpyg0CfxoRsdYldiaNTjRpr3m5Fai5DXN-ffPU0A0fbMkN5gkjPhmFBdIa8-xDgAOcEgwnJp5qq11D4CsLsdGU35r-andWagNaIngdzi41u-N4j0azO4TD7894QgwluWNpZlG5UR1xc2-LoUC0utJ_kLftboBHyzqFU1sVpzpeq4cDUlhJqz-ZB8PJE58nJVh10Gaw0RbYSzw&placement=listing_profile&cs_user=unknown&cs_session=e3c07bb5a2ae79a739d4392cef6016bf7d6abeb4,Oba Restaurante,97209,http://www.obarestaurant.com
44200,555 NW 12th Ave,Portland,Mexican,45.527172,-122.683522,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QUubadp1hg5vgcFUlZVKsHep2JagpyebJ4w9xMEQCRB_nB4ugWl0qj7dPGphK5ndoDtMFBC3X69wTyQD6wRbc8M2PEI77-hBSUhJUDZ79JA-V8uMdUhoHVLMfImlyiazQQrNXbfj3lmkoeXiYF53xRsiLsl4VbMYenuHfX5q41NVZmI0PsxXP1gQKLIT1b3jsuRwJcPItomzINRuEDo5_vJJD5OFhjkcwR9Ki9I1EODZOQkfyj6i6zpyg0CfxoRsdYldiaNTjRpr3m5Fai5DXN-ffPU0A0fbMkN5gkjPhmFBdIa8-xDgAOcEgwnJp5qq11D4CsLsdGU35r-andWagNaIngdzi41u-N4j0azO4TD7894QgwluWNpZlG5UR1xc2-LoUC0utJ_kLftboBHyzqFU1sVpzpeq4cDUlhJqz-ZB8PJE58nJVh10Gaw0RbYSzw&placement=listing_profile&cs_user=unknown&cs_session=e3c07bb5a2ae79a739d4392cef6016bf7d6abeb4,Oba Restaurante,97209,http://www.obarestaurant.com
44201,555 NW 12th Ave,Portland,Mexican,45.527172,-122.683522,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QUubadp1hg5vgcFUlZVKsHep2JagpyebJ4w9xMEQCRB_nB4ugWl0qj7dPGphK5ndoDtMFBC3X69wTyQD6wRbc8M2PEI77-hBSUhJUDZ79JA-V8uMdUhoHVLMfImlyiazQQrNXbfj3lmkoeXiYF53xRsiLsl4VbMYenuHfX5q41NVZmI0PsxXP1gQKLIT1b3jsuRwJcPItomzINRuEDo5_vJJD5OFhjkcwR9Ki9I1EODZOQkfyj6i6zpyg0CfxoRsdYldiaNTjRpr3m5Fai5DXN-ffPU0A0fbMkN5gkjPhmFBdIa8-xDgAOcEgwnJp5qq11D4CsLsdGU35r-andWagNaIngdzi41u-N4j0azO4TD7894QgwluWNpZlG5UR1xc2-LoUC0utJ_kLftboBHyzqFU1sVpzpeq4cDUlhJqz-ZB8PJE58nJVh10Gaw0RbYSzw&placement=listing_profile&cs_user=unknown&cs_session=e3c07bb5a2ae79a739d4392cef6016bf7d6abeb4,Oba Restaurante,97209,http://www.obarestaurant.com
44202,555 NW 12th Ave,Portland,Mexican,45.527172,-122.683522,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QUubadp1hg5vgcFUlZVKsHep2JagpyebJ4w9xMEQCRB_nB4ugWl0qj7dPGphK5ndoDtMFBC3X69wTyQD6wRbc8M2PEI77-hBSUhJUDZ79JA-V8uMdUhoHVLMfImlyiazQQrNXbfj3lmkoeXiYF53xRsiLsl4VbMYenuHfX5q41NVZmI0PsxXP1gQKLIT1b3jsuRwJcPItomzINRuEDo5_vJJD5OFhjkcwR9Ki9I1EODZOQkfyj6i6zpyg0CfxoRsdYldiaNTjRpr3m5Fai5DXN-ffPU0A0fbMkN5gkjPhmFBdIa8-xDgAOcEgwnJp5qq11D4CsLsdGU35r-andWagNaIngdzi41u-N4j0azO4TD7894QgwluWNpZlG5UR1xc2-LoUC0utJ_kLftboBHyzqFU1sVpzpeq4cDUlhJqz-ZB8PJE58nJVh10Gaw0RbYSzw&placement=listing_profile&cs_user=unknown&cs_session=e3c07bb5a2ae79a739d4392cef6016bf7d6abeb4,Oba Restaurante,97209,http://www.obarestaurant.com
44203,555 NW 12th Ave,Portland,Mexican,45.527172,-122.683522,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QUubadp1hg5vgcFUlZVKsHep2JagpyebJ4w9xMEQCRB_nB4ugWl0qj7dPGphK5ndoDtMFBC3X69wTyQD6wRbc8M2PEI77-hBSUhJUDZ79JA-V8uMdUhoHVLMfImlyiazQQrNXbfj3lmkoeXiYF53xRsiLsl4VbMYenuHfX5q41NVZmI0PsxXP1gQKLIT1b3jsuRwJcPItomzINRuEDo5_vJJD5OFhjkcwR9Ki9I1EODZOQkfyj6i6zpyg0CfxoRsdYldiaNTjRpr3m5Fai5DXN-ffPU0A0fbMkN5gkjPhmFBdIa8-xDgAOcEgwnJp5qq11D4CsLsdGU35r-andWagNaIngdzi41u-N4j0azO4TD7894QgwluWNpZlG5UR1xc2-LoUC0utJ_kLftboBHyzqFU1sVpzpeq4cDUlhJqz-ZB8PJE58nJVh10Gaw0RbYSzw&placement=listing_profile&cs_user=unknown&cs_session=e3c07bb5a2ae79a739d4392cef6016bf7d6abeb4,Oba Restaurante,97209,http://www.obarestaurant.com
44204,555 NW 12th Ave,Portland,Mexican,45.527172,-122.683522,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QUubadp1hg5vgcFUlZVKsHep2JagpyebJ4w9xMEQCRB_nB4ugWl0qj7dPGphK5ndoDtMFBC3X69wTyQD6wRbc8M2PEI77-hBSUhJUDZ79JA-V8uMdUhoHVLMfImlyiazQQrNXbfj3lmkoeXiYF53xRsiLsl4VbMYenuHfX5q41NVZmI0PsxXP1gQKLIT1b3jsuRwJcPItomzINRuEDo5_vJJD5OFhjkcwR9Ki9I1EODZOQkfyj6i6zpyg0CfxoRsdYldiaNTjRpr3m5Fai5DXN-ffPU0A0fbMkN5gkjPhmFBdIa8-xDgAOcEgwnJp5qq11D4CsLsdGU35r-andWagNaIngdzi41u-N4j0azO4TD7894QgwluWNpZlG5UR1xc2-LoUC0utJ_kLftboBHyzqFU1sVpzpeq4cDUlhJqz-ZB8PJE58nJVh10Gaw0RbYSzw&placement=listing_profile&cs_user=unknown&cs_session=e3c07bb5a2ae79a739d4392cef6016bf7d6abeb4,Oba Restaurante,97209,http://www.obarestaurant.com
44206,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44207,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44208,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44209,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44210,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44211,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44212,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44213,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44214,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44215,5201 S 12th Ave,Tucson,"Mexican,Mexican Restaurants",32.157600402,-110.977165222,,El Guero Canelo,85706,http://elguerocanelo.com
44216,701 S High St,West Chester,Mexican,39.953249963,-75.597043599,,Burrito Loco,19382,http://www.burritoloco.us
44217,701 S High St,West Chester,Mexican,39.953249963,-75.597043599,,Burrito Loco,19382,http://www.burritoloco.us
44218,701 S High St,West Chester,Mexican,39.953249963,-75.597043599,,Burrito Loco,19382,http://www.burritoloco.us
44219,701 S High St,West Chester,Mexican,39.953249963,-75.597043599,,Burrito Loco,19382,http://www.burritoloco.us
44220,701 S High St,West Chester,Mexican,39.953249963,-75.597043599,,Burrito Loco,19382,http://www.burritoloco.us
44221,701 S High St,West Chester,Mexican,39.953249963,-75.597043599,,Burrito Loco,19382,http://www.burritoloco.us
44222,701 S High St,West Chester,Mexican,39.953249963,-75.597043599,,Burrito Loco,19382,http://www.burritoloco.us
44253,1806 A St,Antioch,"Mexican,Mexican Restaurants",38.004673,-121.80681,http://www.yellowpages.com/antioch-ca/mip/juarez-mexican-restaurant-4439735/menu,Juarez Mexican Restaurant,94509,http://www.juarezrestaurant.com
44254,1806 A St,Antioch,"Mexican,Mexican Restaurants",38.004673,-121.80681,http://www.yellowpages.com/antioch-ca/mip/juarez-mexican-restaurant-4439735/menu,Juarez Mexican Restaurant,94509,http://www.juarezrestaurant.com
44255,1806 A St,Antioch,"Mexican,Mexican Restaurants",38.004673,-121.80681,http://www.yellowpages.com/antioch-ca/mip/juarez-mexican-restaurant-4439735/menu,Juarez Mexican Restaurant,94509,http://www.juarezrestaurant.com
