,address,city,cuisines,latitude,longitude,menupageurl,name,postalcode,websites
396,296 E 17th St,Costa Mesa,Mexican Restaurants,33.63319,-117.915362,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEzrQAzDaQOjc1f4TgBN-jqQQ_y0-L7En1AsjDSyt6a1dg1xAMzvSEI3oMbkHGGg_3qeq0Kixs4OiG8_rNc83y4wlO_g7wgwb2-yFOK8hm08FdUfUECUV8GVF8-fnJsqb351qFs7xtEMjQ-TsJPqcR3IV_ihs2cAOIYVCigUwSUNauDXp5YQSEByALHOgU9Y0yp3C2rWE00I-xI4cx2F8gdkKQT3Q7rf_af9DLObLOqB1hQ9-uRkWtSbsA8hHQZz03CKlFr692ndtwpuxf04-2URyr_bT7vlUufeeLDAVn7xlXNO9bnwWzCAjJrQdxsnkHXYwfEz7QumZ5Nte_FLkAvyh2XnRR7XfVRxn58d0Vl3PwmMJDMMNfpnDIPcfFTS0KM5B4VgHTidvCQWR3k4ZXC52KYJdnWTA418VfpNPBQj1aMQTDHjkbRhDxPFKagCMbvADlgP60VHg&placement=listing_profile&cs_user=unknown&cs_session=b1f9f3ec2e4de1f853353363ee714688d7685f18,Mi Casa Mexican Restaurant & Bar,92627,http://micasa1.com
397,296 E 17th St,Costa Mesa,Mexican Restaurants,33.63319,-117.915362,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEzrQAzDaQOjc1f4TgBN-jqQQ_y0-L7En1AsjDSyt6a1dg1xAMzvSEI3oMbkHGGg_3qeq0Kixs4OiG8_rNc83y4wlO_g7wgwb2-yFOK8hm08FdUfUECUV8GVF8-fnJsqb351qFs7xtEMjQ-TsJPqcR3IV_ihs2cAOIYVCigUwSUNauDXp5YQSEByALHOgU9Y0yp3C2rWE00I-xI4cx2F8gdkKQT3Q7rf_af9DLObLOqB1hQ9-uRkWtSbsA8hHQZz03CKlFr692ndtwpuxf04-2URyr_bT7vlUufeeLDAVn7xlXNO9bnwWzCAjJrQdxsnkHXYwfEz7QumZ5Nte_FLkAvyh2XnRR7XfVRxn58d0Vl3PwmMJDMMNfpnDIPcfFTS0KM5B4VgHTidvCQWR3k4ZXC52KYJdnWTA418VfpNPBQj1aMQTDHjkbRhDxPFKagCMbvADlgP60VHg&placement=listing_profile&cs_user=unknown&cs_session=b1f9f3ec2e4de1f853353363ee714688d7685f18,Mi Casa Mexican Restaurant & Bar,92627,http://micasa1.com
398,296 E 17th St,Costa Mesa,Mexican Restaurants,33.63319,-117.915362,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEzrQAzDaQOjc1f4TgBN-jqQQ_y0-L7En1AsjDSyt6a1dg1xAMzvSEI3oMbkHGGg_3qeq0Kixs4OiG8_rNc83y4wlO_g7wgwb2-yFOK8hm08FdUfUECUV8GVF8-fnJsqb351qFs7xtEMjQ-TsJPqcR3IV_ihs2cAOIYVCigUwSUNauDXp5YQSEByALHOgU9Y0yp3C2rWE00I-xI4cx2F8gdkKQT3Q7rf_af9DLObLOqB1hQ9-uRkWtSbsA8hHQZz03CKlFr692ndtwpuxf04-2URyr_bT7vlUufeeLDAVn7xlXNO9bnwWzCAjJrQdxsnkHXYwfEz7QumZ5Nte_FLkAvyh2XnRR7XfVRxn58d0Vl3PwmMJDMMNfpnDIPcfFTS0KM5B4VgHTidvCQWR3k4ZXC52KYJdnWTA418VfpNPBQj1aMQTDHjkbRhDxPFKagCMbvADlgP60VHg&placement=listing_profile&cs_user=unknown&cs_session=b1f9f3ec2e4de1f853353363ee714688d7685f18,Mi Casa Mexican Restaurant & Bar,92627,http://micasa1.com
399,296 E 17th St,Costa Mesa,Mexican Restaurants,33.63319,-117.915362,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5Qb_qzmfqyOyEzrQAzDaQOjc1f4TgBN-jqQQ_y0-L7En1AsjDSyt6a1dg1xAMzvSEI3oMbkHGGg_3qeq0Kixs4OiG8_rNc83y4wlO_g7wgwb2-yFOK8hm08FdUfUECUV8GVF8-fnJsqb351qFs7xtEMjQ-TsJPqcR3IV_ihs2cAOIYVCigUwSUNauDXp5YQSEByALHOgU9Y0yp3C2rWE00I-xI4cx2F8gdkKQT3Q7rf_af9DLObLOqB1hQ9-uRkWtSbsA8hHQZz03CKlFr692ndtwpuxf04-2URyr_bT7vlUufeeLDAVn7xlXNO9bnwWzCAjJrQdxsnkHXYwfEz7QumZ5Nte_FLkAvyh2XnRR7XfVRxn58d0Vl3PwmMJDMMNfpnDIPcfFTS0KM5B4VgHTidvCQWR3k4ZXC52KYJdnWTA418VfpNPBQj1aMQTDHjkbRhDxPFKagCMbvADlgP60VHg&placement=listing_profile&cs_user=unknown&cs_session=b1f9f3ec2e4de1f853353363ee714688d7685f18,Mi Casa Mexican Restaurant & Bar,92627,http://micasa1.com
419,895 Matunuck Beach Rd,Wakefield,Latin American Restaurants,41.374317,-71.544877,http://www.citysearch.com/profile/menu/9061848?singlePlatformId=the-ocean-mist,Ocean Mist,2879,"http://oceanmist.net,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJoc7wcAibjG-3qCVU0XYdZ_TCJfchFnIqQKhUANLoaT1E-TulLQW04QJ0nTW7xj6C75CJeexdgYbSx2rGodm2pf-c_vRzljlKPbOWKzVghhkcmmWhfndQ2rk6VJw987Kchqj6VzOUFj5gSsRFDKsGSSJevxFUZ1ldpuAn8xAmIKqOcsbD1OM8Y1k9pEkYQlLf9Ss8PvQYcl9X5XcXBCZhbvgH0F5cFbQpjB7PN_10rukqc4hSt_CrYbk-ISVkINlnR-wCA6KDDIIJ0zEmvZjbgm0qoel15h7u5x1PJqfrlsuzjcG3Jz9TbUyxv0mNuxWu5NKQC-xIxDpEq_iHC4uifmCaxXivjf3Quhw8deJLmew&placement=listing_profile&cs_user=unknown&cs_session=19e5d0fb2138dc048f51ebbbc4fadc0f3c425f70"
420,895 Matunuck Beach Rd,Wakefield,Latin American Restaurants,41.374317,-71.544877,http://www.citysearch.com/profile/menu/9061848?singlePlatformId=the-ocean-mist,Ocean Mist,2879,"http://oceanmist.net,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJoc7wcAibjG-3qCVU0XYdZ_TCJfchFnIqQKhUANLoaT1E-TulLQW04QJ0nTW7xj6C75CJeexdgYbSx2rGodm2pf-c_vRzljlKPbOWKzVghhkcmmWhfndQ2rk6VJw987Kchqj6VzOUFj5gSsRFDKsGSSJevxFUZ1ldpuAn8xAmIKqOcsbD1OM8Y1k9pEkYQlLf9Ss8PvQYcl9X5XcXBCZhbvgH0F5cFbQpjB7PN_10rukqc4hSt_CrYbk-ISVkINlnR-wCA6KDDIIJ0zEmvZjbgm0qoel15h7u5x1PJqfrlsuzjcG3Jz9TbUyxv0mNuxWu5NKQC-xIxDpEq_iHC4uifmCaxXivjf3Quhw8deJLmew&placement=listing_profile&cs_user=unknown&cs_session=19e5d0fb2138dc048f51ebbbc4fadc0f3c425f70"
421,895 Matunuck Beach Rd,Wakefield,Latin American Restaurants,41.374317,-71.544877,http://www.citysearch.com/profile/menu/9061848?singlePlatformId=the-ocean-mist,Ocean Mist,2879,"http://oceanmist.net,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJoc7wcAibjG-3qCVU0XYdZ_TCJfchFnIqQKhUANLoaT1E-TulLQW04QJ0nTW7xj6C75CJeexdgYbSx2rGodm2pf-c_vRzljlKPbOWKzVghhkcmmWhfndQ2rk6VJw987Kchqj6VzOUFj5gSsRFDKsGSSJevxFUZ1ldpuAn8xAmIKqOcsbD1OM8Y1k9pEkYQlLf9Ss8PvQYcl9X5XcXBCZhbvgH0F5cFbQpjB7PN_10rukqc4hSt_CrYbk-ISVkINlnR-wCA6KDDIIJ0zEmvZjbgm0qoel15h7u5x1PJqfrlsuzjcG3Jz9TbUyxv0mNuxWu5NKQC-xIxDpEq_iHC4uifmCaxXivjf3Quhw8deJLmew&placement=listing_profile&cs_user=unknown&cs_session=19e5d0fb2138dc048f51ebbbc4fadc0f3c425f70"
422,895 Matunuck Beach Rd,Wakefield,Latin American Restaurants,41.374317,-71.544877,http://www.citysearch.com/profile/menu/9061848?singlePlatformId=the-ocean-mist,Ocean Mist,2879,"http://oceanmist.net,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJoc7wcAibjG-3qCVU0XYdZ_TCJfchFnIqQKhUANLoaT1E-TulLQW04QJ0nTW7xj6C75CJeexdgYbSx2rGodm2pf-c_vRzljlKPbOWKzVghhkcmmWhfndQ2rk6VJw987Kchqj6VzOUFj5gSsRFDKsGSSJevxFUZ1ldpuAn8xAmIKqOcsbD1OM8Y1k9pEkYQlLf9Ss8PvQYcl9X5XcXBCZhbvgH0F5cFbQpjB7PN_10rukqc4hSt_CrYbk-ISVkINlnR-wCA6KDDIIJ0zEmvZjbgm0qoel15h7u5x1PJqfrlsuzjcG3Jz9TbUyxv0mNuxWu5NKQC-xIxDpEq_iHC4uifmCaxXivjf3Quhw8deJLmew&placement=listing_profile&cs_user=unknown&cs_session=19e5d0fb2138dc048f51ebbbc4fadc0f3c425f70"
612,212 B Merrick Rd,Rockville Centre,Mexican,40.656332,-73.648268,,Mesita,11570,http://mesitarvc.com/
662,25 Franklin St.,Hollister,Mexican,36.843834615,-121.535324916,,Do̱a Esther's,95023,
663,25 Franklin St.,Hollister,Mexican,36.843834615,-121.535324916,,Do̱a Esther's,95023,
664,25 Franklin St.,Hollister,Mexican,36.843834615,-121.535324916,,Do̱a Esther's,95023,
665,25 Franklin St.,Hollister,Mexican,36.843834615,-121.535324916,,Do̱a Esther's,95023,
666,25 Franklin St.,Hollister,Mexican,36.843834615,-121.535324916,,Do̱a Esther's,95023,
722,2911 N Ridge Rd E,Ashtabula,Mexican,41.877434,-80.758064,,El Puente Mexican Restaurant,44004,http://elpuentegrillashtabula.com
723,2911 N Ridge Rd E,Ashtabula,Mexican,41.877434,-80.758064,,El Puente Mexican Restaurant,44004,http://elpuentegrillashtabula.com
724,2911 N Ridge Rd E,Ashtabula,Mexican,41.877434,-80.758064,,El Puente Mexican Restaurant,44004,http://elpuentegrillashtabula.com
783,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
784,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
785,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
786,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
787,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
788,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
789,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
790,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
791,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
792,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
793,106 S Montgomery St,Ojai,Mexican,34.44748,-119.24343,,Agave Maria Restaurant & Cantina,93023,http://agavemarias.com
889,101 York St,Portland,Mexican Restaurants,43.65119,-70.25815,,El Rayo Taqueria,4101,http://elrayotaqueria.com
890,101 York St,Portland,Mexican Restaurants,43.65119,-70.25815,,El Rayo Taqueria,4101,http://elrayotaqueria.com
891,101 York St,Portland,Mexican Restaurants,43.65119,-70.25815,,El Rayo Taqueria,4101,http://elrayotaqueria.com
951,2510 W Chandler Blvd,Chandler,Mexican Restaurants,33.30628595,-111.885709762,,Juan Jaime's Tacos and Tequila,85224,http://www.juanjaimes.com
952,2510 W Chandler Blvd,Chandler,Mexican Restaurants,33.30628595,-111.885709762,,Juan Jaime's Tacos and Tequila,85224,http://www.juanjaimes.com
953,2510 W Chandler Blvd,Chandler,Mexican Restaurants,33.30628595,-111.885709762,,Juan Jaime's Tacos and Tequila,85224,http://www.juanjaimes.com
954,2510 W Chandler Blvd,Chandler,Mexican Restaurants,33.30628595,-111.885709762,,Juan Jaime's Tacos and Tequila,85224,http://www.juanjaimes.com
955,2510 W Chandler Blvd,Chandler,Mexican Restaurants,33.30628595,-111.885709762,,Juan Jaime's Tacos and Tequila,85224,http://www.juanjaimes.com
956,2510 W Chandler Blvd,Chandler,Mexican Restaurants,33.30628595,-111.885709762,,Juan Jaime's Tacos and Tequila,85224,http://www.juanjaimes.com
1039,15910 Boones Ferry Rd,Lake Oswego,Latin American Restaurants,45.41045,-122.71944,,Casa Del Pollo,97035,http://casadelpollo.com
1040,15910 Boones Ferry Rd,Lake Oswego,Latin American Restaurants,45.41045,-122.71944,,Casa Del Pollo,97035,http://casadelpollo.com
1041,15910 Boones Ferry Rd,Lake Oswego,Latin American Restaurants,45.41045,-122.71944,,Casa Del Pollo,97035,http://casadelpollo.com
1042,15910 Boones Ferry Rd,Lake Oswego,Latin American Restaurants,45.41045,-122.71944,,Casa Del Pollo,97035,http://casadelpollo.com
1043,15910 Boones Ferry Rd,Lake Oswego,Latin American Restaurants,45.41045,-122.71944,,Casa Del Pollo,97035,http://casadelpollo.com
1044,15910 Boones Ferry Rd,Lake Oswego,Latin American Restaurants,45.41045,-122.71944,,Casa Del Pollo,97035,http://casadelpollo.com
1045,15910 Boones Ferry Rd,Lake Oswego,Latin American Restaurants,45.41045,-122.71944,,Casa Del Pollo,97035,http://casadelpollo.com
1046,15910 Boones Ferry Rd,Lake Oswego,Latin American Restaurants,45.41045,-122.71944,,Casa Del Pollo,97035,http://casadelpollo.com
1111,9230 N 7th St,Phoenix,Latin American Restaurants,33.570637,-112.06523,http://www.yellowpages.com/phoenix-az/mip/los-reyes-de-la-torta-4305015/menu,Los Reyes de la Torta,85020,http://losreyesdelatortaphx.com
1112,9230 N 7th St,Phoenix,Latin American Restaurants,33.570637,-112.06523,http://www.yellowpages.com/phoenix-az/mip/los-reyes-de-la-torta-4305015/menu,Los Reyes de la Torta,85020,http://losreyesdelatortaphx.com
1113,9230 N 7th St,Phoenix,Latin American Restaurants,33.570637,-112.06523,http://www.yellowpages.com/phoenix-az/mip/los-reyes-de-la-torta-4305015/menu,Los Reyes de la Torta,85020,http://losreyesdelatortaphx.com
1114,9230 N 7th St,Phoenix,Latin American Restaurants,33.570637,-112.06523,http://www.yellowpages.com/phoenix-az/mip/los-reyes-de-la-torta-4305015/menu,Los Reyes de la Torta,85020,http://losreyesdelatortaphx.com
1120,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1121,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1122,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1123,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1124,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1125,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1126,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1127,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1128,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1129,134 E Orange Ave,Porterville,Mexican,36.061295,-119.01347,,El Tapatio,93257,http://eltapatioporterville.com
1145,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1146,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1147,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1148,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1149,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1150,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1151,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1152,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1153,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1154,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1155,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1156,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1157,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1158,960 W University Dr,Tempe,Mexican Restaurants,33.421925,-111.95163,,Rosita's Fine Mexican Food,85281,http://rositasfinemexicanfood.com
1222,78480 Highway 111,La Quinta,Mexican,33.715912673,-116.295338488,,Las Casuelas Quinta,92253,http://lascasuelasquinta.com
1223,78480 Highway 111,La Quinta,Mexican,33.715912673,-116.295338488,,Las Casuelas Quinta,92253,http://lascasuelasquinta.com
1224,78480 Highway 111,La Quinta,Mexican,33.715912673,-116.295338488,,Las Casuelas Quinta,92253,http://lascasuelasquinta.com
1225,78480 Highway 111,La Quinta,Mexican,33.715912673,-116.295338488,,Las Casuelas Quinta,92253,http://lascasuelasquinta.com
1226,78480 Highway 111,La Quinta,Mexican,33.715912673,-116.295338488,,Las Casuelas Quinta,92253,http://lascasuelasquinta.com
1227,78480 Highway 111,La Quinta,Mexican,33.715912673,-116.295338488,,Las Casuelas Quinta,92253,http://lascasuelasquinta.com
1228,78480 Highway 111,La Quinta,Mexican,33.715912673,-116.295338488,,Las Casuelas Quinta,92253,http://lascasuelasquinta.com
1241,17470 Scales Ave,Sandy,Mexican,45.39666,-122.26529,,La Bamba,97055-8036,http://www.labambaburritos.com
1242,17470 Scales Ave,Sandy,Mexican,45.39666,-122.26529,,La Bamba,97055-8036,http://www.labambaburritos.com
1243,17470 Scales Ave,Sandy,Mexican,45.39666,-122.26529,,La Bamba,97055-8036,http://www.labambaburritos.com
1336,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1337,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1338,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1339,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1340,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1341,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1342,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1343,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1344,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1345,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1346,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1347,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1348,5380 10th Ave N,Lake Worth,Mexican Restaurants,26.631243,-80.12758,,Tacos Al Carbon - Greenacres,33463,http://www.tacosalcarbon.com
1470,295 W New Circle Rd,Lexington,"Mexican Restaurants,Mexican",38.071065,-84.475365,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSNh07TupIGRPL3pguHGLCgD99nbwkEvAGcCCH7Z6wT35irUHzq9Dobxi-6OCyvsXUZX4C08oUrBe1tvh2NLtkPU8UGYQDKEiy4bml06LRNumbi7iO_-ekSQ9yA0XvjLBojD_Zl7Vx0wmJVRVQrknAAFlSr8F43YezSLhNg0bzf8LoQv_goVGe7nlmKw984L2rugHKKXmY3wYA4Qp5dZelxt9359KxDCVLVYf-K2_0-34h5rfd1-fiT1sEFVodh5icdAiBttqNINDNAyTzJzxD-j5jSl8maQ1gvfd9MjI3vS_Wx5EW5NkfyxJkuCSkcRz8P-9jVciRk0yZ7KPTPdIa-SocHuUGAR1w03YrCPR4fXSiREeT_MI-hzOEizI_VYqEBN_YJm8TFtdtrEU8D49pDPgipKSGL3oyyge9B4iKPby1OVLtx2EdWndvY902xh5VmtUEeUZwlb-3k0FkUsvqQE&placement=listing_profile.c&cs_user=unknown&cs_session=6d4db720a558902088cedbac8736bb841318cc7e,Jalapenos Mexican Restaurant,40505,http://jalapenoskc.com
1471,295 W New Circle Rd,Lexington,"Mexican Restaurants,Mexican",38.071065,-84.475365,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSNh07TupIGRPL3pguHGLCgD99nbwkEvAGcCCH7Z6wT35irUHzq9Dobxi-6OCyvsXUZX4C08oUrBe1tvh2NLtkPU8UGYQDKEiy4bml06LRNumbi7iO_-ekSQ9yA0XvjLBojD_Zl7Vx0wmJVRVQrknAAFlSr8F43YezSLhNg0bzf8LoQv_goVGe7nlmKw984L2rugHKKXmY3wYA4Qp5dZelxt9359KxDCVLVYf-K2_0-34h5rfd1-fiT1sEFVodh5icdAiBttqNINDNAyTzJzxD-j5jSl8maQ1gvfd9MjI3vS_Wx5EW5NkfyxJkuCSkcRz8P-9jVciRk0yZ7KPTPdIa-SocHuUGAR1w03YrCPR4fXSiREeT_MI-hzOEizI_VYqEBN_YJm8TFtdtrEU8D49pDPgipKSGL3oyyge9B4iKPby1OVLtx2EdWndvY902xh5VmtUEeUZwlb-3k0FkUsvqQE&placement=listing_profile.c&cs_user=unknown&cs_session=6d4db720a558902088cedbac8736bb841318cc7e,Jalapenos Mexican Restaurant,40505,http://jalapenoskc.com
